,x,y,z,ncbi_id,sample_name,full_name,vir_x,vir_y,vir_z,vir_ncbi_id,vir_sample_name,vir_full_name
147603,0.096886,-0.240960,-0.181790,NC_016047,NC_016047 sample_3,Bacillus subtilis,-0.119000,-0.142380,-0.143510,NC_022771,NC_022771 sample_13,"Bacillus phage Grass, complete genome."
147604,0.022582,-0.086624,-0.212910,NC_016047,NC_016047 sample_4,Bacillus subtilis,-0.111070,-0.148850,-0.131160,NC_022771,NC_022771 sample_14,"Bacillus phage Grass, complete genome."
147605,0.068406,-0.115400,-0.267710,NC_016047,NC_016047 sample_5,Bacillus subtilis,-0.028160,-0.193580,-0.064207,NC_022771,NC_022771 sample_15,"Bacillus phage Grass, complete genome."
147606,0.182480,-0.147400,-0.157840,NC_016047,NC_016047 sample_6,Bacillus subtilis,-0.099987,-0.122580,-0.142240,NC_022771,NC_022771 sample_16,"Bacillus phage Grass, complete genome."
147607,0.007894,-0.125990,-0.164540,NC_016047,NC_016047 sample_7,Bacillus subtilis,-0.096088,-0.134260,-0.042927,NC_022771,NC_022771 sample_17,"Bacillus phage Grass, complete genome."
147608,0.056906,-0.139710,-0.109770,NC_016047,NC_016047 sample_8,Bacillus subtilis,-0.101470,-0.176480,-0.274170,NC_022771,NC_022771 sample_18,"Bacillus phage Grass, complete genome."
147609,0.257010,-0.126510,-0.107450,NC_016047,NC_016047 sample_9,Bacillus subtilis,0.015183,-0.077681,-0.227600,NC_022771,NC_022771 sample_19,"Bacillus phage Grass, complete genome."
159000,0.143250,-0.050862,-0.264130,NC_016902,NC_016902 sample_0,Escherichia coli,0.069714,-0.022914,-0.062611,NC_024379,NC_024379 sample_20,"Escherichia phage PE3-1, complete genome."
159001,0.288120,-0.082055,-0.026674,NC_016902,NC_016902 sample_1,Escherichia coli,-0.065287,-0.090886,-0.076317,NC_024379,NC_024379 sample_21,"Escherichia phage PE3-1, complete genome."
159002,-0.140070,-0.043516,-0.168300,NC_016902,NC_016902 sample_2,Escherichia coli,0.154260,-0.089229,-0.169260,NC_024379,NC_024379 sample_22,"Escherichia phage PE3-1, complete genome."
159003,0.116060,-0.188000,-0.238400,NC_016902,NC_016902 sample_3,Escherichia coli,0.017009,0.003801,-0.102280,NC_024379,NC_024379 sample_23,"Escherichia phage PE3-1, complete genome."
159004,0.153940,-0.130090,-0.085687,NC_016902,NC_016902 sample_4,Escherichia coli,0.152680,-0.132350,-0.146900,NC_024379,NC_024379 sample_24,"Escherichia phage PE3-1, complete genome."
159005,0.278120,-0.131050,-0.111560,NC_016902,NC_016902 sample_5,Escherichia coli,0.053373,-0.121370,-0.075896,NC_024379,NC_024379 sample_25,"Escherichia phage PE3-1, complete genome."
159006,0.243040,-0.152660,-0.186230,NC_016902,NC_016902 sample_6,Escherichia coli,0.210280,-0.075369,-0.132800,NC_024379,NC_024379 sample_26,"Escherichia phage PE3-1, complete genome."
159007,0.285620,-0.127510,-0.118230,NC_016902,NC_016902 sample_7,Escherichia coli,0.223740,-0.091819,-0.009477,NC_024379,NC_024379 sample_27,"Escherichia phage PE3-1, complete genome."
159008,0.213900,-0.251330,-0.184970,NC_016902,NC_016902 sample_8,Escherichia coli,-0.026479,-0.067272,-0.123160,NC_024379,NC_024379 sample_28,"Escherichia phage PE3-1, complete genome."
159009,0.050473,-0.120370,-0.271860,NC_016902,NC_016902 sample_9,Escherichia coli,0.060215,-0.201490,-0.107970,NC_024379,NC_024379 sample_29,"Escherichia phage PE3-1, complete genome."
168400,-0.098198,-0.209210,-0.169860,NC_017195,NC_017195 sample_0,Bacillus subtilis,-0.003629,-0.083354,-0.131290,NC_022771,NC_022771 sample_30,"Bacillus phage Grass, complete genome."
168401,0.013129,-0.221400,-0.142490,NC_017195,NC_017195 sample_1,Bacillus subtilis,0.026531,-0.103660,-0.140980,NC_022771,NC_022771 sample_31,"Bacillus phage Grass, complete genome."
168402,0.107510,-0.160960,-0.068095,NC_017195,NC_017195 sample_2,Bacillus subtilis,-0.061414,-0.109010,-0.171050,NC_022771,NC_022771 sample_32,"Bacillus phage Grass, complete genome."
168403,-0.035935,-0.098267,-0.283360,NC_017195,NC_017195 sample_3,Bacillus subtilis,-0.094855,-0.140960,-0.251480,NC_022771,NC_022771 sample_33,"Bacillus phage Grass, complete genome."
168404,-0.030522,-0.126930,-0.238340,NC_017195,NC_017195 sample_4,Bacillus subtilis,-0.007738,-0.064403,-0.215760,NC_022771,NC_022771 sample_34,"Bacillus phage Grass, complete genome."
168405,0.079060,-0.245300,-0.062414,NC_017195,NC_017195 sample_5,Bacillus subtilis,-0.095214,-0.079407,-0.183120,NC_022771,NC_022771 sample_35,"Bacillus phage Grass, complete genome."
168406,0.158800,-0.259710,-0.112980,NC_017195,NC_017195 sample_6,Bacillus subtilis,-0.053272,-0.102610,-0.089667,NC_022771,NC_022771 sample_36,"Bacillus phage Grass, complete genome."
168407,0.069293,-0.158150,-0.197600,NC_017195,NC_017195 sample_7,Bacillus subtilis,-0.084582,-0.079195,-0.092040,NC_022771,NC_022771 sample_37,"Bacillus phage Grass, complete genome."
168408,-0.032498,-0.074462,-0.252400,NC_017195,NC_017195 sample_8,Bacillus subtilis,0.070403,-0.126100,-0.104240,NC_022771,NC_022771 sample_38,"Bacillus phage Grass, complete genome."
168409,-0.100920,-0.060798,-0.241350,NC_017195,NC_017195 sample_9,Bacillus subtilis,0.005651,-0.141170,-0.140510,NC_022771,NC_022771 sample_39,"Bacillus phage Grass, complete genome."
168500,0.211230,-0.232850,-0.212730,NC_017196,NC_017196 sample_0,Bacillus subtilis,-0.066768,-0.065373,-0.206640,NC_022771,NC_022771 sample_40,"Bacillus phage Grass, complete genome."
168501,0.178420,-0.114430,-0.072836,NC_017196,NC_017196 sample_1,Bacillus subtilis,-0.001637,-0.123120,-0.039913,NC_022771,NC_022771 sample_41,"Bacillus phage Grass, complete genome."
168502,0.030991,-0.126180,-0.184050,NC_017196,NC_017196 sample_2,Bacillus subtilis,0.040513,-0.204650,-0.081007,NC_022771,NC_022771 sample_42,"Bacillus phage Grass, complete genome."
168503,0.007622,-0.185130,-0.220410,NC_017196,NC_017196 sample_3,Bacillus subtilis,-0.021663,-0.169530,-0.192690,NC_022771,NC_022771 sample_43,"Bacillus phage Grass, complete genome."
168504,0.109740,-0.103200,-0.163380,NC_017196,NC_017196 sample_4,Bacillus subtilis,-0.008236,-0.100700,-0.150930,NC_022771,NC_022771 sample_44,"Bacillus phage Grass, complete genome."
168505,0.002694,-0.081617,-0.190330,NC_017196,NC_017196 sample_5,Bacillus subtilis,-0.100640,-0.090355,-0.109420,NC_022771,NC_022771 sample_45,"Bacillus phage Grass, complete genome."
168506,0.011753,-0.146960,-0.293710,NC_017196,NC_017196 sample_6,Bacillus subtilis,-0.104460,-0.035582,-0.174280,NC_022771,NC_022771 sample_46,"Bacillus phage Grass, complete genome."
168507,0.026026,-0.104140,-0.175920,NC_017196,NC_017196 sample_7,Bacillus subtilis,-0.146710,-0.053792,-0.196290,NC_022771,NC_022771 sample_47,"Bacillus phage Grass, complete genome."
168508,0.059604,-0.023258,-0.108980,NC_017196,NC_017196 sample_8,Bacillus subtilis,-0.005868,-0.050987,-0.156590,NC_022771,NC_022771 sample_48,"Bacillus phage Grass, complete genome."
168509,0.118810,-0.106390,-0.077595,NC_017196,NC_017196 sample_9,Bacillus subtilis,-0.040556,-0.165360,-0.037211,NC_022771,NC_022771 sample_49,"Bacillus phage Grass, complete genome."
186300,0.399680,-0.066533,0.207730,NC_017548,NC_017548 sample_0,Pseudomonas aeruginosa,0.215830,-0.090792,-0.100030,NC_024381,NC_024381 sample_50,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186301,0.466840,0.069758,0.367450,NC_017548,NC_017548 sample_1,Pseudomonas aeruginosa,0.216620,-0.026262,-0.188120,NC_024381,NC_024381 sample_51,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186302,0.347950,-0.034562,0.184070,NC_017548,NC_017548 sample_2,Pseudomonas aeruginosa,0.097898,-0.102910,-0.256140,NC_024381,NC_024381 sample_52,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186303,0.311200,0.026447,0.358820,NC_017548,NC_017548 sample_3,Pseudomonas aeruginosa,0.256690,0.052838,-0.167260,NC_024381,NC_024381 sample_53,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186304,0.364890,-0.068957,0.239390,NC_017548,NC_017548 sample_4,Pseudomonas aeruginosa,0.175310,-0.084341,-0.174750,NC_024381,NC_024381 sample_54,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186305,0.518050,-0.132300,0.381420,NC_017548,NC_017548 sample_5,Pseudomonas aeruginosa,0.129010,-0.134170,-0.117880,NC_024381,NC_024381 sample_55,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186306,0.381820,0.006543,0.434900,NC_017548,NC_017548 sample_6,Pseudomonas aeruginosa,0.266090,-0.007630,-0.113090,NC_024381,NC_024381 sample_56,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186307,0.277790,-0.037558,0.131460,NC_017548,NC_017548 sample_7,Pseudomonas aeruginosa,0.243970,0.003602,-0.217730,NC_024381,NC_024381 sample_57,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186308,0.380570,-0.023368,0.304980,NC_017548,NC_017548 sample_8,Pseudomonas aeruginosa,0.201240,0.005902,-0.183450,NC_024381,NC_024381 sample_58,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186309,0.563950,-0.063709,0.486010,NC_017548,NC_017548 sample_9,Pseudomonas aeruginosa,0.228690,-0.017168,-0.190450,NC_024381,NC_024381 sample_59,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186400,0.201340,-0.140180,-0.029968,NC_017549,NC_017549 sample_0,Pseudomonas aeruginosa,0.294130,-0.003470,-0.015437,NC_024381,NC_024381 sample_60,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186401,0.420930,0.054880,0.202430,NC_017549,NC_017549 sample_1,Pseudomonas aeruginosa,0.388250,-0.000262,-0.075796,NC_024381,NC_024381 sample_61,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186402,0.281960,-0.108350,0.160230,NC_017549,NC_017549 sample_2,Pseudomonas aeruginosa,0.213970,-0.054207,-0.038781,NC_024381,NC_024381 sample_62,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186403,0.318960,-0.089637,0.017749,NC_017549,NC_017549 sample_3,Pseudomonas aeruginosa,0.212730,-0.015223,-0.243890,NC_024381,NC_024381 sample_63,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186404,0.408970,-0.012453,0.294220,NC_017549,NC_017549 sample_4,Pseudomonas aeruginosa,0.132950,-0.134000,-0.001129,NC_024381,NC_024381 sample_64,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186405,0.509850,-0.113150,0.399020,NC_017549,NC_017549 sample_5,Pseudomonas aeruginosa,0.080438,-0.294010,-0.161520,NC_024381,NC_024381 sample_65,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186406,0.494290,-0.024201,0.307400,NC_017549,NC_017549 sample_6,Pseudomonas aeruginosa,0.310260,-0.037396,0.040349,NC_024381,NC_024381 sample_66,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186407,0.641910,-0.090116,0.159060,NC_017549,NC_017549 sample_7,Pseudomonas aeruginosa,0.344450,0.008170,-0.015638,NC_024381,NC_024381 sample_67,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186408,0.288420,-0.066838,0.010409,NC_017549,NC_017549 sample_8,Pseudomonas aeruginosa,0.244400,-0.093818,-0.283760,NC_024381,NC_024381 sample_68,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
186409,0.299600,0.062591,0.352030,NC_017549,NC_017549 sample_9,Pseudomonas aeruginosa,0.242500,-0.148760,-0.130160,NC_024381,NC_024381 sample_69,"Pseudomonas phage vB_PaeS_SCH_Ab26, complete genome."
190200,0.049035,-0.061467,-0.208330,NC_017625,NC_017625 sample_0,Escherichia coli,0.072094,-0.062944,-0.106800,NC_024379,NC_024379 sample_70,"Escherichia phage PE3-1, complete genome."
190201,0.131880,-0.162400,-0.128480,NC_017625,NC_017625 sample_1,Escherichia coli,0.204950,-0.055785,-0.150150,NC_024379,NC_024379 sample_71,"Escherichia phage PE3-1, complete genome."
190202,0.167300,-0.276000,-0.099803,NC_017625,NC_017625 sample_2,Escherichia coli,0.015337,-0.131050,-0.003136,NC_024379,NC_024379 sample_72,"Escherichia phage PE3-1, complete genome."
190203,0.098917,-0.203940,-0.237040,NC_017625,NC_017625 sample_3,Escherichia coli,0.135490,-0.023562,-0.164860,NC_024379,NC_024379 sample_73,"Escherichia phage PE3-1, complete genome."
190204,0.102770,-0.155880,-0.144920,NC_017625,NC_017625 sample_4,Escherichia coli,0.156280,-0.080387,-0.156950,NC_024379,NC_024379 sample_74,"Escherichia phage PE3-1, complete genome."
190205,0.340250,-0.125210,0.029255,NC_017625,NC_017625 sample_5,Escherichia coli,0.123760,-0.091107,-0.161030,NC_024379,NC_024379 sample_75,"Escherichia phage PE3-1, complete genome."
190206,0.281830,-0.165720,-0.181410,NC_017625,NC_017625 sample_6,Escherichia coli,0.004897,-0.105490,-0.079389,NC_024379,NC_024379 sample_76,"Escherichia phage PE3-1, complete genome."
190207,0.205990,-0.027993,0.070157,NC_017625,NC_017625 sample_7,Escherichia coli,0.044713,-0.259290,-0.104340,NC_024379,NC_024379 sample_77,"Escherichia phage PE3-1, complete genome."
190208,0.106330,-0.123780,0.012901,NC_017625,NC_017625 sample_8,Escherichia coli,0.093727,-0.020598,-0.110180,NC_024379,NC_024379 sample_78,"Escherichia phage PE3-1, complete genome."
190209,0.163660,-0.150800,-0.107460,NC_017625,NC_017625 sample_9,Escherichia coli,0.113690,-0.092355,0.042781,NC_024379,NC_024379 sample_79,"Escherichia phage PE3-1, complete genome."
190300,0.298270,-0.104720,-0.020044,NC_017626,NC_017626 sample_0,Escherichia coli,-0.043801,-0.067353,-0.221360,NC_024379,NC_024379 sample_80,"Escherichia phage PE3-1, complete genome."
190301,0.059041,-0.139230,-0.246960,NC_017626,NC_017626 sample_1,Escherichia coli,0.077112,-0.153410,0.016023,NC_024379,NC_024379 sample_81,"Escherichia phage PE3-1, complete genome."
190302,0.018964,-0.150630,-0.234120,NC_017626,NC_017626 sample_2,Escherichia coli,0.125360,-0.119910,-0.038605,NC_024379,NC_024379 sample_82,"Escherichia phage PE3-1, complete genome."
190303,0.213870,-0.241550,-0.181800,NC_017626,NC_017626 sample_3,Escherichia coli,0.063280,-0.130040,-0.097391,NC_024379,NC_024379 sample_83,"Escherichia phage PE3-1, complete genome."
190304,0.108940,-0.243610,-0.184360,NC_017626,NC_017626 sample_4,Escherichia coli,0.102300,-0.012161,0.024832,NC_024379,NC_024379 sample_84,"Escherichia phage PE3-1, complete genome."
190305,0.108160,-0.033958,-0.174630,NC_017626,NC_017626 sample_5,Escherichia coli,0.111600,-0.003655,0.161980,NC_024379,NC_024379 sample_85,"Escherichia phage PE3-1, complete genome."
190306,0.091926,-0.097387,-0.122110,NC_017626,NC_017626 sample_6,Escherichia coli,-0.027523,-0.141260,-0.067380,NC_024379,NC_024379 sample_86,"Escherichia phage PE3-1, complete genome."
190307,0.285350,-0.191680,0.043831,NC_017626,NC_017626 sample_7,Escherichia coli,0.199690,-0.030185,-0.075762,NC_024379,NC_024379 sample_87,"Escherichia phage PE3-1, complete genome."
190308,0.149610,-0.103660,-0.236380,NC_017626,NC_017626 sample_8,Escherichia coli,0.225290,-0.083872,-0.112290,NC_024379,NC_024379 sample_88,"Escherichia phage PE3-1, complete genome."
190309,0.285640,-0.089297,-0.063397,NC_017626,NC_017626 sample_9,Escherichia coli,0.149340,-0.086673,0.007279,NC_024379,NC_024379 sample_89,"Escherichia phage PE3-1, complete genome."
190400,0.033569,-0.114920,-0.229100,NC_017628,NC_017628 sample_0,Escherichia coli,0.002224,-0.143140,-0.133940,NC_024379,NC_024379 sample_90,"Escherichia phage PE3-1, complete genome."
190401,0.186540,-0.091221,-0.081200,NC_017628,NC_017628 sample_1,Escherichia coli,0.013550,-0.060473,-0.052711,NC_024379,NC_024379 sample_91,"Escherichia phage PE3-1, complete genome."
190402,0.137130,-0.076734,-0.291320,NC_017628,NC_017628 sample_2,Escherichia coli,0.154180,-0.034696,-0.039187,NC_024379,NC_024379 sample_92,"Escherichia phage PE3-1, complete genome."
190403,0.103060,-0.171290,-0.188970,NC_017628,NC_017628 sample_3,Escherichia coli,-0.028137,-0.100060,-0.081450,NC_024379,NC_024379 sample_93,"Escherichia phage PE3-1, complete genome."
190404,0.216990,-0.045776,-0.138020,NC_017628,NC_017628 sample_4,Escherichia coli,0.147630,-0.083548,-0.040076,NC_024379,NC_024379 sample_94,"Escherichia phage PE3-1, complete genome."
190405,0.374370,-0.166830,-0.162470,NC_017628,NC_017628 sample_5,Escherichia coli,0.127000,-0.053872,-0.090638,NC_024379,NC_024379 sample_95,"Escherichia phage PE3-1, complete genome."
190406,0.001613,-0.166160,-0.174500,NC_017628,NC_017628 sample_6,Escherichia coli,0.046023,-0.162550,-0.127630,NC_024379,NC_024379 sample_96,"Escherichia phage PE3-1, complete genome."
190407,0.134170,-0.164680,-0.004980,NC_017628,NC_017628 sample_7,Escherichia coli,0.195300,-0.063250,-0.062503,NC_024379,NC_024379 sample_97,"Escherichia phage PE3-1, complete genome."
190408,0.142370,-0.226820,-0.105890,NC_017628,NC_017628 sample_8,Escherichia coli,0.032705,-0.124120,-0.018499,NC_024379,NC_024379 sample_98,"Escherichia phage PE3-1, complete genome."
190409,0.257170,-0.201430,-0.144060,NC_017628,NC_017628 sample_9,Escherichia coli,0.126750,-0.098219,-0.027340,NC_024379,NC_024379 sample_99,"Escherichia phage PE3-1, complete genome."
190500,-0.037165,-0.118440,-0.194260,NC_017631,NC_017631 sample_0,Escherichia coli,0.109300,-0.063529,-0.082088,NC_024379,NC_024379 sample_0,"Escherichia phage PE3-1, complete genome."
190501,0.261550,-0.140310,-0.069785,NC_017631,NC_017631 sample_1,Escherichia coli,0.187450,-0.042820,-0.112300,NC_024379,NC_024379 sample_1,"Escherichia phage PE3-1, complete genome."
190502,0.164300,-0.112430,-0.024628,NC_017631,NC_017631 sample_2,Escherichia coli,0.169610,-0.001253,-0.191560,NC_024379,NC_024379 sample_2,"Escherichia phage PE3-1, complete genome."
190503,0.171560,-0.063833,-0.025857,NC_017631,NC_017631 sample_3,Escherichia coli,0.037746,-0.080842,-0.081098,NC_024379,NC_024379 sample_3,"Escherichia phage PE3-1, complete genome."
190504,0.093234,-0.166180,-0.252740,NC_017631,NC_017631 sample_4,Escherichia coli,0.051405,-0.107190,-0.042500,NC_024379,NC_024379 sample_4,"Escherichia phage PE3-1, complete genome."
190505,0.239380,-0.064839,-0.138750,NC_017631,NC_017631 sample_5,Escherichia coli,0.120010,-0.114360,-0.028844,NC_024379,NC_024379 sample_5,"Escherichia phage PE3-1, complete genome."
190506,0.113310,-0.066928,-0.150550,NC_017631,NC_017631 sample_6,Escherichia coli,-0.005814,-0.103330,-0.047162,NC_024379,NC_024379 sample_6,"Escherichia phage PE3-1, complete genome."
190507,-0.057060,-0.115120,-0.283660,NC_017631,NC_017631 sample_7,Escherichia coli,0.077483,-0.142200,-0.141290,NC_024379,NC_024379 sample_7,"Escherichia phage PE3-1, complete genome."
190508,0.281960,-0.110540,-0.043308,NC_017631,NC_017631 sample_8,Escherichia coli,0.004679,-0.089172,-0.070087,NC_024379,NC_024379 sample_8,"Escherichia phage PE3-1, complete genome."
190509,0.242390,-0.144580,-0.116600,NC_017631,NC_017631 sample_9,Escherichia coli,0.075941,-0.190460,-0.149640,NC_024379,NC_024379 sample_9,"Escherichia phage PE3-1, complete genome."
190600,0.228540,-0.111990,-0.219180,NC_017632,NC_017632 sample_0,Escherichia coli,0.112070,-0.106680,-0.214120,NC_024379,NC_024379 sample_10,"Escherichia phage PE3-1, complete genome."
190601,0.205240,-0.181270,-0.200070,NC_017632,NC_017632 sample_1,Escherichia coli,0.180130,-0.114500,-0.025250,NC_024379,NC_024379 sample_11,"Escherichia phage PE3-1, complete genome."
190602,0.245460,-0.150330,-0.060966,NC_017632,NC_017632 sample_2,Escherichia coli,0.106830,-0.055886,-0.087542,NC_024379,NC_024379 sample_12,"Escherichia phage PE3-1, complete genome."
190603,0.005159,-0.117420,-0.300890,NC_017632,NC_017632 sample_3,Escherichia coli,0.150760,-0.221090,-0.164310,NC_024379,NC_024379 sample_13,"Escherichia phage PE3-1, complete genome."
190604,0.053109,-0.153380,0.011737,NC_017632,NC_017632 sample_4,Escherichia coli,0.045148,-0.111510,0.011593,NC_024379,NC_024379 sample_14,"Escherichia phage PE3-1, complete genome."
190605,0.248770,-0.078071,-0.209330,NC_017632,NC_017632 sample_5,Escherichia coli,-0.083615,-0.139830,-0.247070,NC_024379,NC_024379 sample_15,"Escherichia phage PE3-1, complete genome."
190606,0.259590,-0.068873,-0.205870,NC_017632,NC_017632 sample_6,Escherichia coli,0.073403,0.052756,-0.094412,NC_024379,NC_024379 sample_16,"Escherichia phage PE3-1, complete genome."
190607,0.330640,-0.048560,-0.006295,NC_017632,NC_017632 sample_7,Escherichia coli,0.025271,-0.094013,-0.164740,NC_024379,NC_024379 sample_17,"Escherichia phage PE3-1, complete genome."
190608,0.156310,-0.195410,-0.209880,NC_017632,NC_017632 sample_8,Escherichia coli,0.119830,-0.089752,-0.148740,NC_024379,NC_024379 sample_18,"Escherichia phage PE3-1, complete genome."
190609,0.247190,-0.107040,-0.308380,NC_017632,NC_017632 sample_9,Escherichia coli,0.037717,-0.085195,-0.150390,NC_024379,NC_024379 sample_19,"Escherichia phage PE3-1, complete genome."
190700,0.135970,-0.168690,-0.223550,NC_017633,NC_017633 sample_0,Escherichia coli,0.069714,-0.022914,-0.062611,NC_024379,NC_024379 sample_20,"Escherichia phage PE3-1, complete genome."
190701,0.294980,-0.150120,-0.188480,NC_017633,NC_017633 sample_1,Escherichia coli,-0.065287,-0.090886,-0.076317,NC_024379,NC_024379 sample_21,"Escherichia phage PE3-1, complete genome."
190702,0.201630,-0.229570,-0.157720,NC_017633,NC_017633 sample_2,Escherichia coli,0.154260,-0.089229,-0.169260,NC_024379,NC_024379 sample_22,"Escherichia phage PE3-1, complete genome."
190703,0.200220,-0.128730,-0.136010,NC_017633,NC_017633 sample_3,Escherichia coli,0.017009,0.003801,-0.102280,NC_024379,NC_024379 sample_23,"Escherichia phage PE3-1, complete genome."
190704,0.235340,-0.196650,-0.221210,NC_017633,NC_017633 sample_4,Escherichia coli,0.152680,-0.132350,-0.146900,NC_024379,NC_024379 sample_24,"Escherichia phage PE3-1, complete genome."
190705,0.240780,-0.078092,-0.127050,NC_017633,NC_017633 sample_5,Escherichia coli,0.053373,-0.121370,-0.075896,NC_024379,NC_024379 sample_25,"Escherichia phage PE3-1, complete genome."
190706,0.238600,-0.104760,-0.138700,NC_017633,NC_017633 sample_6,Escherichia coli,0.210280,-0.075369,-0.132800,NC_024379,NC_024379 sample_26,"Escherichia phage PE3-1, complete genome."
190707,0.210330,-0.111490,-0.225970,NC_017633,NC_017633 sample_7,Escherichia coli,0.223740,-0.091819,-0.009477,NC_024379,NC_024379 sample_27,"Escherichia phage PE3-1, complete genome."
190708,0.215930,-0.018150,-0.121800,NC_017633,NC_017633 sample_8,Escherichia coli,-0.026479,-0.067272,-0.123160,NC_024379,NC_024379 sample_28,"Escherichia phage PE3-1, complete genome."
190709,0.268090,-0.258480,-0.071406,NC_017633,NC_017633 sample_9,Escherichia coli,0.060215,-0.201490,-0.107970,NC_024379,NC_024379 sample_29,"Escherichia phage PE3-1, complete genome."
190800,0.173660,-0.125830,-0.185200,NC_017634,NC_017634 sample_0,Escherichia coli,0.148460,-0.049607,0.009223,NC_024379,NC_024379 sample_30,"Escherichia phage PE3-1, complete genome."
190801,0.400790,-0.089997,-0.244890,NC_017634,NC_017634 sample_1,Escherichia coli,0.097908,-0.160460,-0.180630,NC_024379,NC_024379 sample_31,"Escherichia phage PE3-1, complete genome."
190802,0.219320,-0.118750,-0.057354,NC_017634,NC_017634 sample_2,Escherichia coli,0.054562,-0.057745,-0.086646,NC_024379,NC_024379 sample_32,"Escherichia phage PE3-1, complete genome."
190803,0.115520,-0.255920,-0.235630,NC_017634,NC_017634 sample_3,Escherichia coli,0.138640,-0.016266,-0.013496,NC_024379,NC_024379 sample_33,"Escherichia phage PE3-1, complete genome."
190804,0.235380,-0.099683,-0.171340,NC_017634,NC_017634 sample_4,Escherichia coli,0.175350,-0.079818,-0.016634,NC_024379,NC_024379 sample_34,"Escherichia phage PE3-1, complete genome."
190805,0.297500,0.012327,-0.108150,NC_017634,NC_017634 sample_5,Escherichia coli,0.135810,-0.218980,-0.004904,NC_024379,NC_024379 sample_35,"Escherichia phage PE3-1, complete genome."
190806,0.160280,-0.122270,-0.054949,NC_017634,NC_017634 sample_6,Escherichia coli,-0.035938,-0.023468,-0.130260,NC_024379,NC_024379 sample_36,"Escherichia phage PE3-1, complete genome."
190807,0.215920,-0.165650,-0.089583,NC_017634,NC_017634 sample_7,Escherichia coli,0.147180,-0.064466,-0.063816,NC_024379,NC_024379 sample_37,"Escherichia phage PE3-1, complete genome."
190808,0.254800,-0.123790,-0.046130,NC_017634,NC_017634 sample_8,Escherichia coli,0.022831,-0.146580,-0.142940,NC_024379,NC_024379 sample_38,"Escherichia phage PE3-1, complete genome."
190809,0.341090,-0.064449,-0.180110,NC_017634,NC_017634 sample_9,Escherichia coli,0.099983,-0.048325,-0.043404,NC_024379,NC_024379 sample_39,"Escherichia phage PE3-1, complete genome."
190900,0.214540,-0.126660,-0.205170,NC_017635,NC_017635 sample_0,Escherichia coli,0.022249,-0.179860,-0.188510,NC_024379,NC_024379 sample_40,"Escherichia phage PE3-1, complete genome."
190901,0.225520,-0.091574,-0.149700,NC_017635,NC_017635 sample_1,Escherichia coli,0.251980,-0.139370,-0.029588,NC_024379,NC_024379 sample_41,"Escherichia phage PE3-1, complete genome."
190902,0.108770,-0.147350,-0.003207,NC_017635,NC_017635 sample_2,Escherichia coli,0.004109,-0.132290,-0.008755,NC_024379,NC_024379 sample_42,"Escherichia phage PE3-1, complete genome."
190903,0.088817,-0.248500,-0.144500,NC_017635,NC_017635 sample_3,Escherichia coli,0.120150,-0.060884,-0.088845,NC_024379,NC_024379 sample_43,"Escherichia phage PE3-1, complete genome."
190904,0.143990,-0.143860,-0.131400,NC_017635,NC_017635 sample_4,Escherichia coli,0.108560,-0.161290,0.049026,NC_024379,NC_024379 sample_44,"Escherichia phage PE3-1, complete genome."
190905,0.133140,-0.079529,-0.226120,NC_017635,NC_017635 sample_5,Escherichia coli,0.187550,-0.127520,0.014076,NC_024379,NC_024379 sample_45,"Escherichia phage PE3-1, complete genome."
190906,0.144800,-0.136530,-0.217980,NC_017635,NC_017635 sample_6,Escherichia coli,0.153100,-0.098418,-0.120300,NC_024379,NC_024379 sample_46,"Escherichia phage PE3-1, complete genome."
190907,-0.181660,-0.084226,-0.307430,NC_017635,NC_017635 sample_7,Escherichia coli,0.206230,-0.131990,-0.152600,NC_024379,NC_024379 sample_47,"Escherichia phage PE3-1, complete genome."
190908,0.175850,-0.014481,-0.113270,NC_017635,NC_017635 sample_8,Escherichia coli,0.087157,-0.049569,-0.057845,NC_024379,NC_024379 sample_48,"Escherichia phage PE3-1, complete genome."
190909,0.332450,-0.080024,-0.162550,NC_017635,NC_017635 sample_9,Escherichia coli,0.027112,-0.026688,-0.155650,NC_024379,NC_024379 sample_49,"Escherichia phage PE3-1, complete genome."
