,x,y,z,ncbi_id,sample_name,full_name
86137,0.085992,0.076119,-0.011171,NC_012207,NC_012207 sample_37,Mycobacterium bovis BCG str. Tokyo 172
196339,0.005692,0.015923,-0.014197,NC_017910,NC_017910 sample_39,Escherichia blattae DSM 4481
217491,0.023795,0.066198,-0.025227,NC_019567,NC_019567 sample_91,Bdellovibrio bacteriovorus str. Tiberius
74980,-0.039603,0.020012,0.020845,NC_011072,NC_011072 sample_80,Streptococcus pneumoniae G54
102145,-0.093727,0.017901,0.060936,NC_013517,NC_013517 sample_45,Sebaldella termitidis ATCC 33386
223829,-0.076199,-0.007176,0.039086,NC_020075,NC_020075 sample_29,Candidatus Blochmannia chromaiodes str. 640
59562,0.124470,0.066823,-0.047155,NC_009943,NC_009943 sample_62,Desulfococcus oleovorans Hxd3
141912,0.015423,0.071061,0.005037,NC_015731,NC_015731 sample_12,Nitrosomonas sp. Is79A3
40458,0.101110,0.059154,-0.069715,NC_008541,NC_008541 sample_58,Arthrobacter sp. FB24
152822,-0.054276,-0.007088,0.066705,NC_016641,NC_016641 sample_22,Paenibacillus terrae HPL-003
162116,0.273560,0.075670,-0.147160,NC_017030,NC_017030 sample_16,Corallococcus coralloides DSM 2259
14374,-0.007040,0.013046,0.020066,NC_004829,NC_004829 sample_74,Mycoplasma gallisepticum str. R(low)
181498,-0.077505,-0.006334,0.057973,NC_017467,NC_017467 sample_98,Lactobacillus helveticus H10
222468,-0.083502,0.014183,0.050413,NC_019954,NC_019954 sample_68,Tepidanaerobacter acetatoxydans Re1 complete genome
166307,-0.017530,-0.005392,0.018309,NC_017125,NC_017125 sample_7,Acetobacter pasteurianus IFO 3283-22
77551,-0.047260,0.027527,0.021897,NC_011333,NC_011333 sample_51,Helicobacter pylori G27
246415,-0.015690,0.018316,0.032935,NC_021714,NC_021714 sample_15,Alteromonas macleodii str. 'Ionian Sea UM4b'
74110,-0.123710,-0.003770,0.051926,NC_011025,NC_011025 sample_10,Mycoplasma arthritidis 158L3-1
54183,0.140890,0.052037,-0.048353,NC_009648,NC_009648 sample_83,Klebsiella pneumoniae subsp. pneumoniae MGH 78578
225789,0.086952,0.037855,-0.015146,NC_020230,NC_020230 sample_89,Corynebacterium urealyticum DSM 7111
108917,-0.145120,-0.019633,0.096329,NC_014014,NC_014014 sample_17,Mycoplasma crocodyli MP145
260987,-0.043263,0.019834,0.022592,NC_022543,NC_022543 sample_87,Vibrio nigripulchritudo str. SFn1
119097,0.151820,0.049748,-0.056246,NC_014540,NC_014540 sample_97,Burkholderia sp. CCGE1003 chromosome 2
229658,-0.010747,0.044442,0.013572,NC_020514,NC_020514 sample_58,Glaciecola psychrophila 170
166827,-0.052304,-0.002823,0.033454,NC_017160,NC_017160 sample_27,Yersinia pestis D182038
152783,-0.065256,-0.006779,0.047837,NC_016640,NC_016640 sample_83,"Arthrospira platensis NIES-39, *** SEQUENCING IN PROGRESS ***"
56467,0.162820,0.081357,-0.089121,NC_009720,NC_009720 sample_67,Xanthobacter autotrophicus Py2
32528,-0.070312,0.009828,0.017584,NC_007954,NC_007954 sample_28,Shewanella denitrificans OS217
188026,0.226340,0.098458,-0.181800,NC_017574,NC_017574 sample_26,Ralstonia solanacearum Po82
229183,-0.087884,0.003137,0.053592,NC_020508,NC_020508 sample_83,Helicobacter pylori OK113 DNA
248203,-0.029146,0.003813,0.013832,NC_021812,NC_021812 sample_3,Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069
249115,-0.121600,-0.014612,0.099049,NC_021826,NC_021826 sample_15,Listeria monocytogenes strain N1-011A
179209,-0.026798,0.013367,-0.008773,NC_017430,NC_017430 sample_9,Chlamydia trachomatis G/11222
107520,-0.008066,0.015094,-0.001022,NC_013949,NC_013949 sample_20,Helicobacter mustelae 12198
35865,-0.153880,0.001269,0.064219,NC_008255,NC_008255 sample_65,Cytophaga hutchinsonii ATCC 33406
64135,-0.077233,0.002799,0.007395,NC_010380,NC_010380 sample_35,Streptococcus pneumoniae Hungary19A-6
192919,-0.053995,-0.006835,0.046826,NC_017733,NC_017733 sample_19,Helicobacter pylori HUP-B14
148958,-0.024580,0.022758,0.002919,NC_016445,NC_016445 sample_58,Vibrio cholerae O1 str. 2010EL-1786 chromosome 1
254308,-0.142830,0.001169,0.122410,NC_022048,NC_022048 sample_8,Borrelia burgdorferi CA382
265923,0.081111,0.093876,-0.057872,NC_022905,NC_022905 sample_23,Brucella ceti TE10759-12 chromosome 1
26618,0.028311,0.054399,-0.026441,NC_007512,NC_007512 sample_18,Chlorobium luteolum DSM 273
18428,0.064739,0.053262,-0.021778,NC_006177,NC_006177 sample_28,Symbiobacterium thermophilum IAM 14863
90273,-0.047499,-0.002511,0.034036,NC_012687,NC_012687 sample_73,Chlamydia trachomatis B/TZ1A828/OT
206902,-0.061739,0.004944,0.051491,NC_018528,NC_018528 sample_2,Lactobacillus helveticus R0052
141102,-0.033002,0.023887,0.013428,NC_015713,NC_015713 sample_2,Simkania negevensis Z chromosome gsn.131
166158,0.047010,0.035615,0.007886,NC_017111,NC_017111 sample_58,Acetobacter pasteurianus IFO 3283-32
174476,0.009582,0.036404,-0.006218,NC_017308,NC_017308 sample_76,Corynebacterium pseudotuberculosis 1/06-A
126006,-0.117240,-0.002414,0.068074,NC_014921,NC_014921 sample_6,Mycoplasma fermentans M64
248597,0.034049,0.035217,-0.020309,NC_021820,NC_021820 sample_97,Salmonella enterica subsp. enterica serovar Typhimurium str. 08-1736
913,0.014617,0.045355,0.007783,NC_000919,NC_000919 sample_13,Treponema pallidum subsp. pallidum str. Nichols
58496,-0.147200,-0.019095,0.097270,NC_009850,NC_009850 sample_96,Arcobacter butzleri RM4018
41387,0.049491,0.061751,-0.036868,NC_008576,NC_008576 sample_87,Magnetococcus marinus MC-1
12374,-0.070085,-0.007063,0.030789,NC_004461,NC_004461 sample_74,Staphylococcus epidermidis ATCC 12228
109215,0.214220,0.080759,-0.117070,NC_014032,NC_014032 sample_15,Salinibacter ruber M8
117476,0.135440,0.049511,-0.088060,NC_014414,NC_014414 sample_76,Parvularcula bermudensis HTCC2503
183936,0.008984,0.036004,0.016386,NC_017517,NC_017517 sample_36,Neisseria meningitidis M01-240355
64367,0.117940,0.036831,-0.057528,NC_010397,NC_010397 sample_67,Mycobacterium abscessus
111618,0.126920,0.073418,-0.076264,NC_014165,NC_014165 sample_18,Thermobispora bispora DSM 43833
258680,-0.020132,0.034225,0.017313,NC_022359,NC_022359 sample_80,Vibrio alginolyticus NBRC 15630 = ATCC 17749 chromosome 2
212059,-0.109960,0.021801,0.039729,NC_018677,NC_018677 sample_59,Candidatus Portiera aleyrodidarum BT-B-HRs
7937,-0.128250,0.002281,0.042131,NC_003210,NC_003210 sample_37,Listeria monocytogenes EGD-e
241428,-0.020306,0.026628,0.003084,NC_021218,NC_021218 sample_28,Helicobacter pylori UM066
2459,-0.080708,0.003596,0.043751,NC_002505,NC_002505 sample_59,Vibrio cholerae O1 biovar El Tor str. N16961 chromosome I
116935,0.198640,0.121490,-0.075899,NC_014391,NC_014391 sample_35,Micromonospora aurantiaca ATCC 27029
151322,0.225430,0.094310,-0.146010,NC_016617,NC_016617 sample_22,Azospirillum brasilense Sp245
120840,-0.034473,0.029333,0.015968,NC_014639,NC_014639 sample_40,Bacillus atrophaeus 1942
238411,-0.117480,-0.026542,0.072282,NC_021082,NC_021082 sample_11,Mannheimia haemolytica M42548
120617,-0.071366,0.012522,0.066222,NC_014632,NC_014632 sample_17,Ilyobacter polytropus DSM 2926
122385,0.094880,0.090894,-0.062034,NC_014722,NC_014722 sample_85,Burkholderia rhizoxinica HKI 454
158682,0.116650,0.083189,-0.075786,NC_016887,NC_016887 sample_82,Nocardia cyriacigeorgica GUH-2
154289,-0.004686,0.018877,0.005423,NC_016783,NC_016783 sample_89,Corynebacterium diphtheriae INCA 402
119404,-0.109400,0.001464,0.047830,NC_014552,NC_014552 sample_4,Mycoplasma fermentans JER
135926,0.205020,0.104690,-0.092212,NC_015563,NC_015563 sample_26,Delftia sp. Cs1-4
43735,0.073170,0.045046,-0.021605,NC_008740,NC_008740 sample_35,Marinobacter aquaeolei VT8
28027,0.054605,0.053632,-0.003807,NC_007614,NC_007614 sample_27,Nitrosospira multiformis ATCC 25196
107409,-0.168990,0.006997,0.077638,NC_013948,NC_013948 sample_9,Mycoplasma agalactiae
117237,0.024666,0.038046,-0.006475,NC_014394,NC_014394 sample_37,Gallionella capsiferriformans ES-2
257709,-0.103370,-0.003148,0.075733,NC_022246,NC_022246 sample_9,Streptococcus intermedius B196
63926,0.099685,0.063567,-0.039710,NC_010338,NC_010338 sample_26,Caulobacter sp. K31
62956,0.007641,0.056199,-0.010723,NC_010278,NC_010278 sample_56,Actinobacillus pleuropneumoniae serovar 3 str. JL03
238282,0.135790,0.052555,-0.076190,NC_021064,NC_021064 sample_82,Propionibacterium avidum 44067
255026,-0.100460,0.010881,0.054775,NC_022107,NC_022107 sample_26,Chlamydia trachomatis F/11-96
63973,0.156200,0.089651,-0.112620,NC_010338,NC_010338 sample_73,Caulobacter sp. K31
246049,-0.101370,-0.006194,0.087230,NC_021670,NC_021670 sample_49,Staphylococcus aureus Bmb9393
126502,0.024968,0.038580,0.009486,NC_014926,NC_014926 sample_2,Thermovibrio ammonificans HB-1
46614,0.284920,0.096479,-0.194990,NC_009074,NC_009074 sample_14,Burkholderia pseudomallei 668 chromosome I
240596,0.196730,0.089890,-0.138460,NC_021193,NC_021193 sample_96,Mycobacterium tuberculosis CAS/NITR204
158401,0.045228,0.016592,-0.048177,NC_016863,NC_016863 sample_1,Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1
35491,-0.004911,0.018870,0.026756,NC_008229,NC_008229 sample_91,Helicobacter acinonychis str. Sheeba
138171,-0.130970,-0.005050,0.054347,NC_015602,NC_015602 sample_71,Lactobacillus kefiranofaciens ZW3
126800,-0.094841,0.038622,0.041825,NC_014933,NC_014933 sample_0,Bacteroides helcogenes P 36-108
173654,-0.153840,-0.029642,0.097404,NC_017299,NC_017299 sample_54,Clostridium botulinum H04402 065
204018,-0.099320,-0.003943,0.057861,NC_018412,NC_018412 sample_18,Mycoplasma gallisepticum CA06_2006.052-5-2P
254823,0.071699,0.069455,-0.032246,NC_022082,NC_022082 sample_23,Klebsiella pneumoniae JM45
182216,-0.158070,-0.014574,0.095439,NC_017486,NC_017486 sample_16,Lactococcus lactis subsp. lactis CV56
9781,-0.078465,-0.006905,0.074269,NC_003912,NC_003912 sample_81,Campylobacter jejuni RM1221
73470,0.187950,0.101620,-0.104800,NC_010994,NC_010994 sample_70,Rhizobium etli CIAT 652
12295,-0.055394,0.030607,0.038279,NC_004460,NC_004460 sample_95,Vibrio vulnificus CMCP6 chromosome II
250718,-0.120360,-0.023459,0.083013,NC_021872,NC_021872 sample_18,Lactobacillus reuteri TD1
112215,-0.037750,0.013503,0.042468,NC_014207,NC_014207 sample_15,Methylotenera versatilis 301
181943,-0.100620,-0.016384,0.035992,NC_017477,NC_017477 sample_43,Lactobacillus johnsonii DPC 6026
222220,0.095806,0.069992,-0.047116,NC_019951,NC_019951 sample_20,Mycobacterium canettii CIPT 140070010 complete genome
31422,0.007450,0.037204,0.011245,NC_007908,NC_007908 sample_22,Rhodoferax ferrireducens T118
155711,-0.033727,0.019660,0.002021,NC_016801,NC_016801 sample_11,Corynebacterium diphtheriae C7 (beta)
150735,-0.045666,-0.005767,0.081224,NC_016609,NC_016609 sample_35,Niastella koreensis GR20-10
160338,0.027864,0.041111,-0.017542,NC_016932,NC_016932 sample_38,Corynebacterium pseudotuberculosis 316
121389,-0.136650,-0.020629,0.045961,NC_014652,NC_014652 sample_89,Caldicellulosiruptor hydrothermalis 108
136091,0.117660,0.056804,-0.044001,NC_015564,NC_015564 sample_91,Amycolicicoccus subflavus DQS3-9A1
258593,0.075666,0.063070,-0.036326,NC_022357,NC_022357 sample_93,Sulfuricella denitrificans skB26 DNA
41100,0.146840,0.095124,-0.036007,NC_008570,NC_008570 sample_0,Aeromonas hydrophila subsp. hydrophila ATCC 7966
198225,-0.017566,0.024335,0.022008,NC_017960,NC_017960 sample_25,Enterococcus faecium DO
207558,-0.028923,-0.000833,0.023491,NC_018585,NC_018585 sample_58,Listeria monocytogenes SLCC2378
133279,0.084700,0.075111,-0.037694,NC_015424,NC_015424 sample_79,Aeromonas veronii B565
103859,0.032885,0.034493,-0.009486,NC_013715,NC_013715 sample_59,Rothia mucilaginosa DY-18
120575,0.111710,0.082567,-0.041689,NC_014625,NC_014625 sample_75,Ketogulonicigenium vulgare Y25
216390,-0.125830,-0.009272,0.086074,NC_019425,NC_019425 sample_90,Carnobacterium maltaromaticum LMA28 complete genome
71203,0.219580,0.123970,-0.141720,NC_010725,NC_010725 sample_3,Methylobacterium populi BJ001
144907,0.063685,0.032138,-0.032317,NC_015942,NC_015942 sample_7,Acidithiobacillus ferrivorans SS3
198611,0.121370,0.062754,-0.052859,NC_017999,NC_017999 sample_11,Bifidobacterium bifidum BGN4
122183,-0.091642,-0.015949,0.024592,NC_014720,NC_014720 sample_83,Caldicellulosiruptor kronotskyensis 2002
250399,-0.200600,-0.030829,0.128250,NC_021846,NC_021846 sample_99,Spiroplasma taiwanense CT-1
227429,-0.062983,0.037967,0.037682,NC_020304,NC_020304 sample_29,Desulfocapsa sulfexigens DSM 10523
218184,-0.063672,0.010494,0.008794,NC_019682,NC_019682 sample_84,Calothrix sp. PCC 7507
202665,-0.071395,0.005825,0.040150,NC_018221,NC_018221 sample_65,Enterococcus faecalis D32
205803,0.126830,0.064917,-0.058634,NC_018513,NC_018513 sample_3,Burkholderia cepacia GG4 chromosome 1
219807,-0.062086,-0.003588,0.054085,NC_019770,NC_019770 sample_7,Enterococcus faecalis str. Symbioflor 1
225223,-0.080170,0.028047,0.035345,NC_020207,NC_020207 sample_23,Enterococcus faecium NRRL B-2354
41795,0.194100,0.093376,-0.083075,NC_008595,NC_008595 sample_95,Mycobacterium avium 104
197615,-0.085781,0.031832,0.043982,NC_017950,NC_017950 sample_15,Streptococcus suis ST1
22447,-0.001401,0.045968,-0.015841,NC_007005,NC_007005 sample_47,Pseudomonas syringae pv. syringae B728a
9981,-0.054121,-0.012812,0.027492,NC_003923,NC_003923 sample_81,Staphylococcus aureus subsp. aureus MW2
88711,0.063991,0.048489,-0.021443,NC_012580,NC_012580 sample_11,Vibrio cholerae M66-2 chromosome II
244149,0.038812,0.078633,-0.047130,NC_021487,NC_021487 sample_49,Chthonomonas calidirosea T49 complete genome
253351,-0.163340,-0.041664,0.097426,NC_021916,NC_021916 sample_51,Candidatus Sulcia muelleri str. Sulcia-ALF
88270,0.047050,0.043804,-0.068468,NC_012526,NC_012526 sample_70,Deinococcus deserti VCD115
3564,0.075576,0.058844,-0.087828,NC_002695,NC_002695 sample_64,Escherichia coli O157:H7 str. Sakai
88870,-0.088410,0.006769,0.048582,NC_012581,NC_012581 sample_70,Bacillus anthracis str. CDC 684
135471,-0.036559,0.035450,-0.002044,NC_015554,NC_015554 sample_71,Alteromonas sp. SN2
239288,-0.096398,0.004610,0.019421,NC_021171,NC_021171 sample_88,Bacillus sp. 1NLA3E
44911,-0.127440,-0.047465,0.078477,NC_008787,NC_008787 sample_11,Campylobacter jejuni subsp. jejuni 81-176
127713,0.020916,0.066806,-0.007253,NC_014966,NC_014966 sample_13,Vibrio vulnificus MO6-24/O chromosome II
193049,0.048861,0.029665,-0.006532,NC_017735,NC_017735 sample_49,Helicobacter cetorum MIT 99-5656
211552,0.015552,0.029099,0.002857,NC_018664,NC_018664 sample_52,Clostridium acidurici 9a
72498,0.033329,0.059343,-0.000999,NC_010814,NC_010814 sample_98,Geobacter lovleyi SZ
99912,0.083571,0.065497,-0.007984,NC_013385,NC_013385 sample_12,Ammonifex degensii KC4
94955,-0.059488,0.009720,0.029127,NC_012973,NC_012973 sample_55,Helicobacter pylori B38
233240,-0.036300,0.030524,0.020734,NC_020819,NC_020819 sample_40,Lactobacillus brevis KB290 DNA
230190,0.051812,0.058696,0.015309,NC_020519,NC_020519 sample_90,"Corynebacterium glutamicum K051 complete genome, strain ATCC 13032, sub-strain K051"
190476,0.027301,0.018938,-0.003703,NC_017628,NC_017628 sample_76,Escherichia coli IHE3034
156000,0.149150,0.092847,-0.077814,NC_016804,NC_016804 sample_0,Mycobacterium bovis BCG str. Mexico
240957,-0.046236,0.034380,0.025650,NC_021213,NC_021213 sample_57,Streptococcus suis TL13
122865,-0.080328,-0.008926,0.032840,NC_014738,NC_014738 sample_65,Riemerella anatipestifer ATCC 11845 = DSM 15868
69698,0.056515,0.079469,-0.019223,NC_010645,NC_010645 sample_98,Bordetella avium 197N
98968,0.068988,0.074835,-0.013065,NC_013223,NC_013223 sample_68,Desulfohalobium retbaense DSM 5692
138695,-0.149890,-0.013077,0.095433,NC_015638,NC_015638 sample_95,Lacinutrix sp. 5H-3-7-4
40462,0.134670,0.070262,-0.042020,NC_008541,NC_008541 sample_62,Arthrobacter sp. FB24
66537,-0.073538,-0.001910,0.060808,NC_010519,NC_010519 sample_37,Haemophilus somnus 2336
216449,-0.044746,0.003052,0.035841,NC_019427,NC_019427 sample_49,Anabaena sp. 90 chromosome chANA01
141796,0.171620,0.047628,-0.125300,NC_015726,NC_015726 sample_96,Cupriavidus necator N-1 chromosome 1
121535,-0.085086,-0.007511,0.068795,NC_014655,NC_014655 sample_35,Leadbetterella byssophila DSM 17132
247973,-0.079582,0.016570,0.021900,NC_021744,NC_021744 sample_73,Lactobacillus helveticus CNRZ32
174805,-0.073903,0.018919,0.065000,NC_017316,NC_017316 sample_5,Enterococcus faecalis OG1RF
179893,-0.065997,0.005468,0.041798,NC_017439,NC_017439 sample_93,Chlamydia trachomatis E/150
99466,-0.086423,0.000877,0.031041,NC_013316,NC_013316 sample_66,Clostridium difficile R20291
267863,0.013856,0.046691,-0.016716,NC_023035,NC_023035 sample_63,Spirochaeta sp. L21-RPul-D2
268638,0.135570,0.079774,-0.052166,NC_023064,NC_023064 sample_38,Pseudomonas sp. TKP
182371,-0.021817,0.015343,0.023347,NC_017490,NC_017490 sample_71,Lactococcus garvieae Lg2
245512,0.057195,0.055649,-0.028949,NC_021593,NC_021593 sample_12,Bifidobacterium animalis subsp. lactis Bl12
56723,-0.125270,-0.010874,0.071964,NC_009749,NC_009749 sample_23,Francisella tularensis subsp. holarctica FTNF002-00
99470,-0.138360,-0.038867,0.065305,NC_013316,NC_013316 sample_70,Clostridium difficile R20291
21877,-0.152520,-0.051972,0.093594,NC_006841,NC_006841 sample_77,Vibrio fischeri ES114 chromosome II
54608,-0.058699,0.007109,0.026966,NC_009662,NC_009662 sample_8,Nitratiruptor sp. SB155-2
240038,-0.049592,0.017620,0.043259,NC_021181,NC_021181 sample_38,Lactobacillus acidophilus La-14
62169,-0.009320,0.040715,-0.009874,NC_010167,NC_010167 sample_69,Brucella suis ATCC 23445 chromosome II
187141,-0.012390,0.045343,0.009627,NC_017562,NC_017562 sample_41,Xylella fastidiosa subsp. fastidiosa GB514
78620,-0.126510,-0.006692,0.070870,NC_011528,NC_011528 sample_20,Coxiella burnetii CbuK_Q154
111208,0.338490,0.093358,-0.232920,NC_014151,NC_014151 sample_8,Cellulomonas flavigena DSM 20109
161888,-0.158900,-0.036824,0.066314,NC_017025,NC_017025 sample_88,Flavobacterium indicum GPTSA100-9
247114,-0.072082,0.032235,0.022515,NC_021726,NC_021726 sample_14,Acinetobacter baumannii BJAB07104
31894,-0.131760,-0.006327,0.080057,NC_007940,NC_007940 sample_94,Rickettsia bellii RML369-C
3540,-0.045320,0.029041,0.017857,NC_002695,NC_002695 sample_40,Escherichia coli O157:H7 str. Sakai
63103,-0.045854,0.006392,0.043927,NC_010287,NC_010287 sample_3,Chlamydia trachomatis 434/Bu
164184,-0.074523,0.016996,0.018387,NC_017058,NC_017058 sample_84,Rickettsia australis str. Cutlack
258582,0.084530,0.065109,-0.009895,NC_022357,NC_022357 sample_82,Sulfuricella denitrificans skB26 DNA
186777,-0.070459,0.000392,0.018209,NC_017552,NC_017552 sample_77,Leptospira interrogans serovar Lai str. IPAV chromosome chromosome 2
174073,0.033148,0.045587,-0.030895,NC_017304,NC_017304 sample_73,Clostridium thermocellum DSM 1313
33554,-0.100920,0.000851,0.034663,NC_008022,NC_008022 sample_54,Streptococcus pyogenes MGAS10270
223370,-0.170210,-0.045187,0.088387,NC_019978,NC_019978 sample_70,Halobacteroides halobius DSM 5150
15128,-0.031036,0.036014,0.037068,NC_005071,NC_005071 sample_28,Prochlorococcus marinus str. MIT 9313
212256,-0.025552,0.038145,0.003976,NC_018679,NC_018679 sample_56,Alteromonas macleodii str. 'Balearic Sea AD45'
27545,-0.057374,0.010028,0.045679,NC_007576,NC_007576 sample_45,Lactobacillus sakei subsp. sakei 23K
111681,0.147070,0.079474,-0.076476,NC_014165,NC_014165 sample_81,Thermobispora bispora DSM 43833
110122,-0.111010,0.015206,0.047676,NC_014109,NC_014109 sample_22,Candidatus Riesia pediculicola USDA
8450,0.088932,0.077925,-0.072361,NC_003317,NC_003317 sample_50,Brucella melitensis bv. 1 str. 16M chromosome I
260171,0.039441,0.049797,-0.026907,NC_022523,NC_022523 sample_71,Bifidobacterium animalis subsp. lactis ATCC 27673
143528,-0.028182,0.011111,0.027371,NC_015846,NC_015846 sample_28,Capnocytophaga canimorsus Cc5
193668,-0.075067,0.011512,0.038564,NC_017743,NC_017743 sample_68,Bacillus sp. JS
130662,-0.103240,0.017220,0.047677,NC_015214,NC_015214 sample_62,Lactobacillus acidophilus 30SC
14084,-0.095340,-0.009781,0.037730,NC_004722,NC_004722 sample_84,Bacillus cereus ATCC 14579
222522,-0.034417,0.008383,0.036161,NC_019955,NC_019955 sample_22,Vibrio parahaemolyticus BB22OP chromosome 1
48942,-0.096006,0.017906,0.061891,NC_009348,NC_009348 sample_42,Aeromonas salmonicida subsp. salmonicida A449
91458,-0.085084,-0.019206,0.028158,NC_012781,NC_012781 sample_58,Eubacterium rectale ATCC 33656
144892,-0.054257,0.027833,0.023146,NC_015930,NC_015930 sample_92,Lactococcus garvieae ATCC 49156
35972,0.061383,0.076504,-0.011062,NC_008258,NC_008258 sample_72,Shigella flexneri 5 str. 8401
244417,-0.026171,0.019013,0.019183,NC_021494,NC_021494 sample_17,Lactobacillus reuteri I5007
89683,0.072298,0.065340,-0.061641,NC_012660,NC_012660 sample_83,Pseudomonas fluorescens SBW25
247079,-0.091113,-0.005445,0.039408,NC_021725,NC_021725 sample_79,Lactobacillus rhamnosus LOCK908
167358,-0.062739,-0.014166,0.066057,NC_017171,NC_017171 sample_58,Acinetobacter baumannii MDR-ZJ06
176186,-0.136190,-0.020801,0.077805,NC_017347,NC_017347 sample_86,Staphylococcus aureus subsp. aureus T0131
199057,0.089556,0.070078,-0.046707,NC_018011,NC_018011 sample_57,Alistipes finegoldii DSM 17242
250227,0.033399,0.051193,-0.006573,NC_021844,NC_021844 sample_27,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189
74433,0.035813,0.049041,-0.001525,NC_011035,NC_011035 sample_33,Neisseria gonorrhoeae NCCP11945
209459,-0.036329,-0.011636,0.037772,NC_018620,NC_018620 sample_59,Chlamydia psittaci GR9
37634,-0.024357,0.043105,0.024332,NC_008345,NC_008345 sample_34,Shewanella frigidimarina NCIMB 400
145624,-0.122710,-0.020295,0.070647,NC_015958,NC_015958 sample_24,Thermoanaerobacter wiegelii Rt8.B1
155274,0.075837,0.063970,-0.020699,NC_016796,NC_016796 sample_74,Brucella canis HSK A52141 chromosome 2
149434,-0.033520,0.035519,-0.000878,NC_016513,NC_016513 sample_34,Aggregatibacter actinomycetemcomitans ANH9381
140941,-0.028947,0.024583,0.033338,NC_015709,NC_015709 sample_41,Zymomonas mobilis subsp. pomaceae ATCC 29192
142931,-0.022188,0.034019,0.050739,NC_015757,NC_015757 sample_31,Sulfobacillus acidophilus TPY
159136,0.152110,0.060762,-0.074244,NC_016906,NC_016906 sample_36,Gordonia polyisoprenivorans VH2
35071,0.018304,0.033721,-0.010590,NC_008149,NC_008149 sample_71,Yersinia pestis Nepal516
131682,0.042833,0.072938,-0.019656,NC_015311,NC_015311 sample_82,Prevotella denticola F0289
116032,-0.005497,0.049028,-0.023128,NC_014366,NC_014366 sample_32,Gamma proteobacterium HdN1
45961,-0.087786,0.015607,0.013366,NC_009004,NC_009004 sample_61,Lactococcus lactis subsp. cremoris MG1363
248231,-0.027705,0.036225,0.009160,NC_021812,NC_021812 sample_31,Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069
178949,-0.094285,0.007060,0.081414,NC_017403,NC_017403 sample_49,Borrelia burgdorferi JD1
82580,0.133840,0.064588,-0.099935,NC_011835,NC_011835 sample_80,Bifidobacterium animalis subsp. lactis AD011
10136,-0.157090,-0.051057,0.089741,NC_004061,NC_004061 sample_36,Buchnera aphidicola str. Sg (Schizaphis graminum)
114939,-0.102700,-0.017069,0.055608,NC_014319,NC_014319 sample_39,Leuconostoc gasicomitatum LMG 18811
250691,0.048318,0.082579,-0.032397,NC_021870,NC_021870 sample_91,Salmonella bongori N268-08
81339,0.011263,0.034063,-0.013706,NC_011753,NC_011753 sample_39,Vibrio splendidus LGP32 chromosome 1
266488,-0.108460,-0.001151,0.084957,NC_022911,NC_022911 sample_88,Helicobacter pylori BM012S
186522,0.123140,0.089883,-0.040172,NC_017550,NC_017550 sample_22,Propionibacterium acnes ATCC 11828
256884,-0.147760,-0.001834,0.087104,NC_022226,NC_022226 sample_84,Staphylococcus aureus subsp. aureus CN1
251304,-0.088873,-0.016225,0.047060,NC_021883,NC_021883 sample_4,Mannheimia haemolytica USMARC_2286
87723,-0.040590,0.008743,0.014888,NC_012488,NC_012488 sample_23,Listeria monocytogenes Clip81459
216190,0.222700,0.066075,-0.117490,NC_019395,NC_019395 sample_90,Propionibacterium acidipropionici ATCC 4875
185196,0.034495,0.063083,-0.025033,NC_017531,NC_017531 sample_96,Pantoea ananatis AJ13355
143887,0.142700,0.119740,-0.113790,NC_015856,NC_015856 sample_87,Collimonas fungivorans Ter331
250655,0.052645,0.042033,-0.024980,NC_021870,NC_021870 sample_55,Salmonella bongori N268-08
193053,-0.087804,-0.005884,0.041584,NC_017735,NC_017735 sample_53,Helicobacter cetorum MIT 99-5656
37767,-0.095724,0.023871,0.054182,NC_008346,NC_008346 sample_67,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311
214030,-0.138950,-0.030107,0.083385,NC_018747,NC_018747 sample_30,Borrelia garinii NMJW1
107140,-0.054893,0.029450,0.030870,NC_013943,NC_013943 sample_40,Denitrovibrio acetiphilus DSM 12809
4834,0.154000,0.113650,-0.051338,NC_002937,NC_002937 sample_34,Desulfovibrio vulgaris str. Hildenborough
1707,-0.213670,-0.050803,0.134370,NC_001318,NC_001318 sample_7,Borrelia burgdorferi B31
254662,0.016767,0.028291,-0.009847,NC_022080,NC_022080 sample_62,Geobacillus sp. JF8
249919,-0.102620,0.021253,0.010100,NC_021838,NC_021838 sample_19,Listeria monocytogenes strain R2-502
22522,0.143890,0.096189,-0.055450,NC_007086,NC_007086 sample_22,Xanthomonas campestris pv. campestris str. 8004
123302,-0.185160,-0.047340,0.090797,NC_014760,NC_014760 sample_2,Mycoplasma bovis PG45
127683,-0.005317,0.087554,-0.009569,NC_014965,NC_014965 sample_83,Vibrio vulnificus MO6-24/O chromosome I
46094,-0.101100,-0.003639,0.065734,NC_009009,NC_009009 sample_94,Streptococcus sanguinis SK36
142117,0.127210,0.098924,-0.078403,NC_015733,NC_015733 sample_17,Pseudomonas putida S16
246818,-0.005640,0.048477,0.018118,NC_021721,NC_021721 sample_18,Lactobacillus casei LOCK919
